Variable / Field Name,Form Name,Section Header,,Item Header,,Field Label,"Choices, Calculations, OR Slider Labels",Field Type,,,Text Validation Min,Text Validation Max,,,Form Display Name
1510,qr62,,,,,On how many occasions OVER THE LAST 12 MONTHS have you used magic mushrooms or other hallucinogens (excluding LSD)?,"1=1-2, 2=3-5, 3=6-9, 4=10-19, 5=20-39, 6=40 or more",1,1,1,oo,6,,,62
1511,qr62,,,,,On how many occasions OVER THE LAST 30 DAYS have you used magic mushrooms or other hallucinogens (excluding LSD)?,"1=1-2, 2=3-5, 3=6-9, 4=10-19, 5=20-39, 6=40 or more",1,1,1,oo,6,,,62
1512,qr62,,,,,On how many occasions OVER THE LAST WEEK have you used magic mushrooms or other hallucinogens (excluding LSD)?,"1=1-2, 2=3-5, 3=6-9, 4=10-19, 5=20-39, 6=40 or more",1,1,1,oo,6,,,62
1513,qr62,,,,,Please indicate if you have used magic mushrooms or other hallucinogens (excluding LSD) on a weekly basis OVER A 12 MONTH PERIOD or in an excessive or problematic way IN YOUR LIFETIME?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1514,qr62,,,,,Do you abuse more than one drug at a time when you use hallucinogens?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1515,qr62,,,,,Can you get through the week without using hallucinogens (unless you require it for medical reasons)?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1516,qr62,,,,,Are you always able to stop using hallucinogens when you want?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1517,qr62,,,,,"Have you had ""blackouts"" or ""flashbacks"" as a result of hallucinogens use?","0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1518,qr62,,,,, Do you ever feel bad about your hallucinogens abuse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1519,qr62,,,,,Does your spouse (or parents) ever complain about your involvement with hallucinogens?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1520,qr62,,,,,Has hallucinogens abuse ever created problems between you and your spouse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1521,qr62,,,,,Have you ever lost friends because of your use of hallucinogens?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1522,qr62,,,,,Have you ever neglected your family or missed work because of your use of hallucinogens?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1523,qr62,,,,,Have you ever been in trouble at work because of hallucinogens abuse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1524,qr62,,,,,Have you ever lost a job because of hallucinogens abuse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1525,qr62,,,,,Have you ever gotten into fights when under the influence of hallucinogens?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1526,qr62,,,,,Have you engaged in illegal activities in order to obtain hallucinogens?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1527,qr62,,,,,Have you ever been arrested for possession of hallucinogens?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1528,qr62,,,,,Have you ever experienced withdrawal symptoms as a result of heavy hallucinogens intake?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1529,qr62,,,,,"Have you had medical problems as a result of your hallucinogens use (e.g. memory loss, hepatitis, convulsions, bleeding, etc.)?","0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1530,qr62,,,,,Have you ever gone to anyone for help for an hallucinogens problem?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1531,qr62,,,,,Have you ever been treated as an out-patient for problems related to hallucinogens abuse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1532,qr62,,,,,When did you FIRST try magic mushrooms or other hallucinogens (excluding LSD)?,"1=11 years old or less, 2=12 years old, 3=13 years old, 4=14 years old, 5=15 years old, 6=16 years old, 7=17 years old, 8=18 years old or more",1,1,1,1,oo,,,62
1533,qr62,,,,,On how many occasions in your lifetime have you used crack?,"1=1-2, 2=3-5, 3=6-9, 4=10-19, 5=20-39, 6=40 or more",1,1,1,oo,6,,,62
1534,qr62,,,,,On how many occasions OVER THE LAST 12 MONTHS have you used crack?,"1=1-2, 2=3-5, 3=6-9, 4=10-19, 5=20-39, 6=40 or more",1,1,1,oo,6,,,62
1535,qr62,,,,,On how many occasions OVER THE LAST 30 DAYS have you used crack?,"1=1-2, 2=3-5, 3=6-9, 4=10-19, 5=20-39, 6=40 or more",1,1,1,oo,6,,,62
1536,qr62,,,,,On how many occasions OVER THE LAST WEEK have you used crack?,"1=1-2, 2=3-5, 3=6-9, 4=10-19, 5=20-39, 6=40 or more",1,1,1,oo,6,,,62
1537,qr62,,,,,Please indicate if you have used crack on a weekly basis OVER A 12 MONTH PERIOD or in an excessive or problematic way IN YOUR LIFETIME?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1538,qr62,,,,,Do you abuse more than one drug at a time when you use crack?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1539,qr62,,,,,Can you get through the week without using crack (unless you require it for medical reasons)?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1540,qr62,,,,,Are you always able to stop using crack when you want?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1541,qr62,,,,,"Have you had ""blackouts"" or ""flashbacks"" as a result of crack use?","0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1542,qr62,,,,,Do you ever feel bad about your crack abuse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1543,qr62,,,,,Does your spouse (or parents) ever complain about your involvement with crack?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1544,qr62,,,,,Has crack abuse ever created problems between you and your spouse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1545,qr62,,,,,Have you ever lost friends because of your use of crack?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1546,qr62,,,,,Have you ever neglected your family or missed work because of your use of crack?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1547,qr62,,,,,Have you ever been in trouble at work because of crack abuse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1548,qr62,,,,,Have you ever lost a job because of crack abuse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1549,qr62,,,,,Have you ever gotten into fights when under the influence of crack?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1550,qr62,,,,,Have you engaged in illegal activities in order to obtain crack?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1551,qr62,,,,,Have you ever been arrested for possession of crack?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1552,qr62,,,,,Have you ever experienced withdrawal symptoms as a result of heavy crack intake?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1553,qr62,,,,,"Have you had medical problems as a result of your crack use (e.g. memory loss, hepatitis, convulsions, bleeding, etc.)?","0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1554,qr62,,,,,Have you ever gone to anyone for help for a crack problem?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1555,qr62,,,,,Have you ever been treated as an out-patient for problems related to crack abuse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1556,qr62,,,,,When did you FIRST try crack?,"1=11 years old or less, 2=12 years old, 3=13 years old, 4=14 years old, 5=15 years old, 6=16 years old, 7=17 years old, 8=18 years old or more",1,1,1,1,oo,,,62
1557,qr62,,,,,On how many occasions in your lifetime have you used cocaine?,"1=1-2, 2=3-5, 3=6-9, 4=10-19, 5=20-39, 6=40 or more",1,1,1,oo,6,,,62
1558,qr62,,,,,On how many occasions OVER THE LAST 12 MONTHS have you used cocaine?,"1=1-2, 2=3-5, 3=6-9, 4=10-19, 5=20-39, 6=40 or more",1,1,1,oo,6,,,62
1559,qr62,,,,,On how many occasions OVER THE LAST 30 DAYS have you used cocaine?,"1=1-2, 2=3-5, 3=6-9, 4=10-19, 5=20-39, 6=40 or more",1,1,1,oo,6,,,62
1560,qr62,,,,,On how many occasions OVER THE LAST WEEK have you used cocaine?,"1=1-2, 2=3-5, 3=6-9, 4=10-19, 5=20-39, 6=40 or more",1,1,1,oo,6,,,62
1561,qr62,,,,,Please indicate if you have used cocaine on a weekly basis OVER A 12 MONTH PERIOD or in an excessive or problematic way IN YOUR LIFETIME?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1562,qr62,,,,,Do you abuse more than one drug at a time when you use cocaine?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1563,qr62,,,,,Can you get through the week without using cocaine (unless you require it for medical reasons)?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1564,qr62,,,,,Are you always able to stop using cocaine when you want?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1565,qr62,,,,,"Have you had ""blackouts"" or ""flashbacks"" as a result of cocaine use?","0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1566,qr62,,,,,Do you ever feel bad about your cocaine abuse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1567,qr62,,,,,Does your spouse (or parents) ever complain about your involvement with cocaine?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1568,qr62,,,,,Has cocaine abuse ever created problems between you and your spouse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1569,qr62,,,,,Have you ever lost friends because of your use of cocaine?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1570,qr62,,,,,Have you ever neglected your family or missed work because of your use of cocaine?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1571,qr62,,,,,Have you ever been in trouble at work because of cocaine abuse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1572,qr62,,,,,Have you ever lost a job because of cocaine abuse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1573,qr62,,,,,Have you ever gotten into fights when under the influence of cocaine?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1574,qr62,,,,,Have you engaged in illegal activities in order to obtain cocaine?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1575,qr62,,,,,Have you ever been arrested for possession of cocaine?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1576,qr62,,,,,Have you ever experienced withdrawal symptoms as a result of heavy cocaine intake?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1577,qr62,,,,,"Have you had medical problems as a result of your cocaine use (e.g. memory loss, hepatitis, convulsions, bleeding, etc.)?","0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1578,qr62,,,,,Have you ever gone to anyone for help for a cocaine problem?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1579,qr62,,,,,Have you ever been treated as an out-patient for problems related to cocaine abuse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1580,qr62,,,,,When did you FIRST try cocaine?,"1=11 years old or less, 2=12 years old, 3=13 years old, 4=14 years old, 5=15 years old, 6=16 years old, 7=17 years old, 8=18 years old or more",1,1,1,1,oo,,,62
1581,qr62,,,,,On how many occasions in your lifetime have you used relevin?,"1=1-2, 2=3-5, 3=6-9, 4=10-19, 5=20-39, 6=40 or more",1,1,1,oo,6,,,62
1582,qr62,,,,,On how many occasions OVER THE LAST 12 MONTHS have you used relevin?,"1=1-2, 2=3-5, 3=6-9, 4=10-19, 5=20-39, 6=40 or more",1,1,1,oo,6,,,62
1583,qr62,,,,,On how many occasions OVER THE LAST 30 DAYS have you used relevin?,"1=1-2, 2=3-5, 3=6-9, 4=10-19, 5=20-39, 6=40 or more",1,1,1,oo,6,,,62
1584,qr62,,,,,On how many occasions OVER THE LAST WEEK have you used relevin?,"1=1-2, 2=3-5, 3=6-9, 4=10-19, 5=20-39, 6=40 or more",1,1,1,oo,6,,,62
1585,qr62,,,,,Please indicate if you have used relevin on a weekly basis OVER A 12 MONTH PERIOD or in an excessive or problematic way IN YOUR LIFETIME?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1586,qr62,,,,,Do you abuse more than one drug at a time when you use relevin?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1587,qr62,,,,,Can you get through the week without using relevin (unless you require it for medical reasons)?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1588,qr62,,,,,Are you always able to stop using relevin when you want?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1589,qr62,,,,,"Have you had ""blackouts"" or ""flashbacks"" as a result of relevin use?","0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1590,qr62,,,,,Do you ever feel bad about your relevin abuse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1591,qr62,,,,,Does your spouse (or parents) ever complain about your involvement with relevin?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1592,qr62,,,,,Has relevin abuse ever created problems between you and your spouse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1593,qr62,,,,,Have you ever lost friends because of your use of relevin?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1594,qr62,,,,,Have you ever neglected your family or missed work because of your use of relevin?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1595,qr62,,,,,Have you ever been in trouble at work because of relevin abuse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1596,qr62,,,,,Have you ever lost a job because of relevin abuse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1597,qr62,,,,,Have you ever gotten into fights when under the influence of relevin?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1598,qr62,,,,,Have you engaged in illegal activities in order to obtain relevin?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1599,qr62,,,,,Have you ever been arrested for possession of relevin?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1600,qr62,,,,,Have you ever experienced withdrawal symptoms as a result of heavy relevin intake?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1601,qr62,,,,,"Have you had medical problems as a result of your relevin use (e.g. memory loss, hepatitis, convulsions, bleeding, etc.)?","0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1602,qr62,,,,,Have you ever gone to anyone for help for a relevin problem?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1603,qr62,,,,,Have you ever been treated as an out-patient for problems related to relevin abuse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1604,qr62,,,,,When did you FIRST try relevin?,"1=11 years old or less, 2=12 years old, 3=13 years old, 4=14 years old, 5=15 years old, 6=16 years old, 7=17 years old, 8=18 years old or more",1,1,1,1,oo,,,62
1605,qr62,,,,,On how many occasions in your lifetime have you used heroin?,"1=1-2, 2=3-5, 3=6-9, 4=10-19, 5=20-39, 6=40 or more",1,1,1,oo,6,,,62
1606,qr62,,,,,On how many occasions OVER THE LAST 12 MONTHS have you used heroin?,"1=1-2, 2=3-5, 3=6-9, 4=10-19, 5=20-39, 6=40 or more",1,1,1,oo,6,,,62
1607,qr62,,,,,On how many occasions OVER THE LAST 30 DAYS have you used heroin?,"1=1-2, 2=3-5, 3=6-9, 4=10-19, 5=20-39, 6=40 or more",1,1,1,oo,6,,,62
1608,qr62,,,,,On how many occasions OVER THE LAST WEEK have you used heroin?,"1=1-2, 2=3-5, 3=6-9, 4=10-19, 5=20-39, 6=40 or more",1,1,1,oo,6,,,62
1609,qr62,,,,,Please indicate if you have used heroin on a weekly basis OVER A 12 MONTH PERIOD or in an excessive or problematic way IN YOUR LIFETIME?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1610,qr62,,,,,Do you abuse more than one drug at a time when you use heroin?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1611,qr62,,,,,Can you get through the week without using heroin (unless you require it for medical reasons)?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1612,qr62,,,,,Are you always able to stop using heroin when you want?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1613,qr62,,,,,"Have you had ""blackouts"" or ""flashbacks"" as a result of heroin use?","0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1614,qr62,,,,,Do you ever feel bad about your heroin abuse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1615,qr62,,,,,Does your spouse (or parents) ever complain about your involvement with heroin?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1616,qr62,,,,,Has heroin abuse ever created problems between you and your spouse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1617,qr62,,,,,Have you ever lost friends because of your use of heroin?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1618,qr62,,,,,Have you ever neglected your family or missed work because of your use of heroin?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1619,qr62,,,,,Have you ever been in trouble at work because of heroin abuse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1620,qr62,,,,,Have you ever lost a job because of heroin abuse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1621,qr62,,,,,Have you ever gotten into fights when under the influence of heroin?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1622,qr62,,,,,Have you engaged in illegal activities in order to obtain heroin?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1623,qr62,,,,,Have you ever been arrested for possession of heroin?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1624,qr62,,,,,Have you ever experienced withdrawal symptoms as a result of heavy heroin intake?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1625,qr62,,,,,"Have you had medical problems as a result of your heroin use (e.g. memory loss, hepatitis, convulsions, bleeding, etc.)?","0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1626,qr62,,,,,Have you ever gone to anyone for help for a heroin problem?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1627,qr62,,,,,Have you ever been treated as an out-patient for problems related to heroin abuse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1628,qr62,,,,,When did you FIRST try heroin?,"1=11 years old or less, 2=12 years old, 3=13 years old, 4=14 years old, 5=15 years old, 6=16 years old, 7=17 years old, 8=18 years old or more",1,1,1,1,oo,,,62
1629,qr62,,,,,"On how many occasions in your lifetime have you used narcotics (e.g. opium, morphine, codeine)?","1=1-2, 2=3-5, 3=6-9, 4=10-19, 5=20-39, 6=40 or more",1,1,1,oo,6,,,62
1630,qr62,,,,,"On how many occasions OVER THE LAST 12 MONTHS have you used narcotics (e.g. opium, morphine, codeine)?","1=1-2, 2=3-5, 3=6-9, 4=10-19, 5=20-39, 6=40 or more",1,1,1,oo,6,,,62
1631,qr62,,,,,"On how many occasions OVER THE LAST 30 DAYS have you used narcotics (e.g. opium, morphine, codeine)?","1=1-2, 2=3-5, 3=6-9, 4=10-19, 5=20-39, 6=40 or more",1,1,1,oo,6,,,62
1632,qr62,,,,,"On how many occasions OVER THE LAST WEEK have you used narcotics (e.g. opium, morphine, codeine)?","1=1-2, 2=3-5, 3=6-9, 4=10-19, 5=20-39, 6=40 or more",1,1,1,oo,6,,,62
1633,qr62,,,,,Please indicate if you have used narcotics on a weekly basis OVER A 12 MONTH PERIOD or in an excessive or problematic way IN YOUR LIFETIME?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1634,qr62,,,,,Do you abuse more than one drug at a time when you use narcotics?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1635,qr62,,,,,Can you get through the week without using narcotics (unless you require it for medical reasons)?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1636,qr62,,,,,Are you always able to stop using narcotics when you want?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1637,qr62,,,,,"Have you had ""blackouts"" or ""flashbacks"" as a result of narcotics use?","0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1638,qr62,,,,,Do you ever feel bad about your narcotics abuse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1639,qr62,,,,,Does your spouse (or parents) ever complain about your involvement with narcotics?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1640,qr62,,,,,Has narcotics abuse ever created problems between you and your spouse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1641,qr62,,,,,Have you ever lost friends because of your use of narcotics?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1642,qr62,,,,,Have you ever neglected your family or missed work because of your use of narcotics?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1643,qr62,,,,,Have you ever been in trouble at work because of narcotics abuse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1644,qr62,,,,,Have you ever lost a job because of narcotics abuse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1645,qr62,,,,,Have you ever gotten into fights when under the influence of narcotics?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1646,qr62,,,,,Have you engaged in illegal activities in order to obtain narcotics?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1647,qr62,,,,,Have you ever been arrested for possession of narcotics?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1648,qr62,,,,,Have you ever experienced withdrawal symptoms as a result of heavy narcotics intake?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1649,qr62,,,,,"Have you had medical problems as a result of your narcotics use (e.g. memory loss, hepatitis, convulsions, bleeding, etc.)?","0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1650,qr62,,,,, Have you ever gone to anyone for help for a narcotics problem?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1651,qr62,,,,,Have you ever been treated as an out-patient for problems related to narcotics abuse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1652,qr62,,,,,When did you FIRST try narcotics?,"1=11 years old or less, 2=12 years old, 3=13 years old, 4=14 years old, 5=15 years old, 6=16 years old, 7=17 years old, 8=18 years old or more",1,1,1,1,oo,,,62
1653,qr62,,,,,On how many occasions in your lifetime have you used ecstasy (MDMA)?,"1=1-2, 2=3-5, 3=6-9, 4=10-19, 5=20-39, 6=40 or more",1,1,1,oo,6,,,62
1654,qr62,,,,,On how many occasions OVER THE LAST 12 MONTHS have you used ecstasy (MDMA)?,"1=1-2, 2=3-5, 3=6-9, 4=10-19, 5=20-39, 6=40 or more",1,1,1,oo,6,,,62
1655,qr62,,,,,On how many occasions OVER THE LAST 30 DAYS have you used ecstasy (MDMA)?,"1=1-2, 2=3-5, 3=6-9, 4=10-19, 5=20-39, 6=40 or more",1,1,1,oo,6,,,62
1656,qr62,,,,,On how many occasions OVER THE LAST WEEK have you used ecstasy (MDMA)?,"1=1-2, 2=3-5, 3=6-9, 4=10-19, 5=20-39, 6=40 or more",1,1,1,oo,6,,,62
1657,qr62,,,,,Please indicate if you have used ecstasy (MDMA) on a weekly basis OVER A 12 MONTH PERIOD or in an excessive or problematic way IN YOUR LIFETIME?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1658,qr62,,,,,Do you abuse more than one drug at a time when you use ecstasy (MDMA)?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1659,qr62,,,,,Can you get through the week without using ecstasy (MDMA) (unless you require it for medical reasons)?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1660,qr62,,,,,Are you always able to stop using ecstasy (MDMA) when you want?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1661,qr62,,,,,"Have you had ""blackouts"" or ""flashbacks"" as a result of ecstasy (MDMA) use?","0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1662,qr62,,,,,Do you ever feel bad about your ecstasy (MDMA) abuse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1663,qr62,,,,,Does your spouse (or parents) ever complain about your involvement with ecstasy (MDMA)?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1664,qr62,,,,, Has ecstasy (MDMA) abuse ever created problems between you and your spouse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1665,qr62,,,,,Have you ever lost friends because of your use of ecstasy (MDMA)?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1666,qr62,,,,,Have you ever neglected your family or missed work because of your use of ecstasy (MDMA)?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1667,qr62,,,,,Have you ever been in trouble at work because of ecstasy (MDMA) abuse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1668,qr62,,,,, Have you ever lost a job because of ecstasy (MDMA) abuse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1669,qr62,,,,,Have you ever gotten into fights when under the influence of ecstasy (MDMA)?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1670,qr62,,,,,Have you engaged in illegal activities in order to obtain ecstasy (MDMA)?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1671,qr62,,,,,Have you ever been arrested for possession of ecstasy (MDMA)?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1672,qr62,,,,,Have you ever experienced withdrawal symptoms as a result of heavy ecstasy (MDMA) intake?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1673,qr62,,,,,"Have you had medical problems as a result of your ecstasy (MDMA) use (e.g. memory loss, hepatitis, convulsions, bleeding, etc.)?","0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1674,qr62,,,,,Have you ever gone to anyone for help for an ecstasy (MDMA) problem?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1675,qr62,,,,,Have you ever been treated as an out-patient for problems related to ecstasy (MDMA) abuse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1676,qr62,,,,,When did you FIRST try ecstasy (MDMA)?,"1=11 years old or less, 2=12 years old, 3=13 years old, 4=14 years old, 5=15 years old, 6=16 years old, 7=17 years old, 8=18 years old or more",1,1,1,1,oo,,,62
1677,qr62,,,,,On how many occasions in your lifetime have you used ketamine/PCP?,"1=1-2, 2=3-5, 3=6-9, 4=10-19, 5=20-39, 6=40 or more",1,1,1,oo,6,,,62
1678,qr62,,,,,On how many occasions OVER THE LAST 12 MONTHS have you used ketamine/PCP?,"1=1-2, 2=3-5, 3=6-9, 4=10-19, 5=20-39, 6=40 or more",1,1,1,oo,6,,,62
1679,qr62,,,,,On how many occasions OVER THE LAST 30 DAYS have you used ketamine/PCP?,"1=1-2, 2=3-5, 3=6-9, 4=10-19, 5=20-39, 6=40 or more",1,1,1,oo,6,,,62
1680,qr62,,,,,On how many occasions OVER THE LAST WEEK have you used ketamine/PCP?,"1=1-2, 2=3-5, 3=6-9, 4=10-19, 5=20-39, 6=40 or more",1,1,1,oo,6,,,62
1681,qr62,,,,,Please indicate if you have used ketamine/PCP on a weekly basis OVER A 12 MONTH PERIOD or in an excessive or problematic way IN YOUR LIFETIME?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1682,qr62,,,,,Do you abuse more than one drug at a time when you use ketamine/PCP?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1683,qr62,,,,,Can you get through the week without using ketamine/PCP (unless you require it for medical reasons)?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1684,qr62,,,,,Are you always able to stop using ketamine/PCP when you want?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1685,qr62,,,,,"Have you had ""blackouts"" or ""flashbacks"" as a result of ketamine/PCP use?","0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1686,qr62,,,,,Do you ever feel bad about your ketamine/PCP abuse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1687,qr62,,,,,Does your spouse (or parents) ever complain about your involvement with ketamine/PCP?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1688,qr62,,,,,Has ketamine/PCP abuse ever created problems between you and your spouse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
